Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,CLEAN_DESC,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,STANDARDIZED_DIMENSIONS,STAGE1_STATUS
MWUG42010424,UTW Pro Heated Glove Blk LG,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk LG,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG42010424,UTW Pro Heated Glove Blk LG,NORMALIZED
MWUG42010524,UTW Pro Heated Glove Blk XL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk XL,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG42010524,UTW Pro Heated Glove Blk x L,NORMALIZED
MWUG42010624,UTW Pro Heated Glove Blk 2X,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk 2X,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG42010624,UTW Pro Heated Glove Blk 2 x ,NORMALIZED
MWUG36010225,MWUG36010225 BLK SM Aerial Snow Heated Glove,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),MWUG36010225 BLK SM Aerial Snow Heated Glove,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG36010225,MWUG36010225 BLK SM Aerial Snow Heated Glove,NORMALIZED
MWUG36010325,MWUG36010325 BLK MD Aerial Snow Heated Glove,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),MWUG36010325 BLK MD Aerial Snow Heated Glove,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG36010325,MWUG36010325 BLK MD Aerial Snow Heated Glove,NORMALIZED
MWUG36010425,MWUG36010425 BLK LG Aerial Snow Heated Glove,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),MWUG36010425 BLK LG Aerial Snow Heated Glove,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG36010425,MWUG36010425 BLK LG Aerial Snow Heated Glove,NORMALIZED
MWUG36010525,MWUG36010525 BLK XL Aerial Snow Heated Glove,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),MWUG36010525 BLK XL Aerial Snow Heated Glove,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG36010525,MWUG36010525 BLK x L Aerial Snow Heated Glove,NORMALIZED
MWUG36010625,MWUG36010625 BLK 2X Aerial Snow Heated Glove,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Tech Gear 5.7 Inc (TECGE),MWUG36010625 BLK 2X Aerial Snow Heated Glove,Tech Gear 5.7 Inc,Tech Gear 5.7 Inc,MWUG36010625,MWUG36010625 BLK 2 x Aerial Snow Heated Glove,NORMALIZED
DPG15,DPG15 Dewalt AM/FM Hearing Protector,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Radians (7363),DPG15 Dewalt AM/FM Hearing Protector,Stanley Black & Decker,DEWALT®,DPG15,DPG15 Dewalt AM/FM Hearing Protector,NORMALIZED
F200B-21L,F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,Milwaukee Electric Tool Corporation,Milwaukee®,F200B-21L,F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,NORMALIZED
F200B-21M,F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,Milwaukee Electric Tool Corporation,Milwaukee®,F200B-21M,F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,NORMALIZED
M200B-21L,M200B-21L Milw M12 BLK - Heated Hoodie Kit L,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),M200B-21L Milw M12 BLK - Heated Hoodie Kit L,Milwaukee Electric Tool Corporation,Milwaukee®,M200B-21L,M200B-21L Milw M12 BLK - Heated Hoodie Kit L,NORMALIZED
M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),M200B-21M Milw M12 BLK - Heated Hoodie Kit M,Milwaukee Electric Tool Corporation,Milwaukee®,M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M,NORMALIZED
M200B-21XL,M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,Milwaukee Electric Tool Corporation,Milwaukee®,M200B-21XL,M200B-21 x L Milw M12 BLK - Heated Hoodie Kit x L,NORMALIZED
M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),M200G-21L Milw M12 Gray - Heated Hoodie Kit L,Milwaukee Electric Tool Corporation,Milwaukee®,M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L,NORMALIZED
M200G-21M,M200G-21M Milw M12 Gray - Heated Hoodie Kit M,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),M200G-21M Milw M12 Gray - Heated Hoodie Kit M,Milwaukee Electric Tool Corporation,Milwaukee®,M200G-21M,M200G-21M Milw M12 Gray - Heated Hoodie Kit M,NORMALIZED
M200G-21XL,M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL,Milwaukee Electric Tool Corporation,Milwaukee®,M200G-21XL,M200G-21 x L Milw M12 Gray - Heated Hoodie Kit x L,NORMALIZED
48-11-2330,48-11-2330 Milw Heated Gear Power Source,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),48-11-2330 Milw Heated Gear Power Source,Milwaukee Electric Tool Corporation,Milwaukee®,48-11-2330,48-11-2330 Milw Heated Gear Power Source,NORMALIZED
DCBP250C,DCBP520C Dewalt Starter Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DCBP520C Dewalt Starter Kit,"Freud America, Inc.",Diablo®,DCBP250C,DCBP520C Dewalt Starter Kit,NORMALIZED
5328,5328 Lg. Leather Phone Holster - Clip-on,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,5328 Lg. Leather Phone Holster - Clip-on,Unknown Manufacturer,Unknown Brand,5328,5328 Lg. Leather Phone Holster - Clip-on,NORMALIZED
3200-20,3200-20 Milw Voltage Detector,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),3200-20 Milw Voltage Detector,Milwaukee Electric Tool Corporation,Milwaukee®,3200-20,3200-20 Milw Voltage Detector,NORMALIZED
3202-20,3202-20 Milw Voltage Detector w/ LED,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),3202-20 Milw Voltage Detector w/ LED,Milwaukee Electric Tool Corporation,Milwaukee®,3202-20,3202-20 Milw Voltage Detector w/ LED,NORMALIZED
3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),3203-20 Milw Dual Range Voltage Detector w/ LED,Milwaukee Electric Tool Corporation,Milwaukee®,3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED,NORMALIZED
BC-12300,"BC-12300 BigCal 12""/300mm",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodpeckers Inc (WOODP),"BC-12300 BigCal 12""/300mm",Woodpeckers Inc,Woodpeckers Inc,BC-12300,"BC-12300 BigCal 12""/300mm",NORMALIZED
BC-24600,"BC-24600 BigCal 24""/600mm",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Woodpeckers Inc (WOODP),"BC-24600 BigCal 24""/600mm",Woodpeckers Inc,Woodpeckers Inc,BC-24600,"BC-24600 BigCal 24""/600mm",NORMALIZED
DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DW08302CG Dewalt Laser - Green 3 Spot,Stanley Black & Decker,DEWALT®,DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot,NORMALIZED
GCL165-42GL,GCL165--42GL Cross Line Laser,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Robt Bosch Tool Corp (6564),GCL165--42GL Cross Line Laser,Robert Bosch Tool Corporation,Bosch®,GCL165-42GL,GCL165--42GL Cross Line Laser,NORMALIZED
DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DW08802CG Dewalt Laser Green - Self-Level Cross Line,Stanley Black & Decker,DEWALT®,DW08802CG,DW08802CG Dewalt Laser Green - Self-Level Cross Line,NORMALIZED
DW088CG,DW088CG Dewalt Laser - Green Cross Line,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DW088CG Dewalt Laser - Green Cross Line,Stanley Black & Decker,DEWALT®,DW088CG,DW088CG Dewalt Laser - Green Cross Line,NORMALIZED
DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DW089CG Dewalt Laser Level - 3 Line 30ft Range,Stanley Black & Decker,DEWALT®,DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,NORMALIZED
DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),Stanley Black & Decker,DEWALT®,DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),NORMALIZED
DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),Stanley Black & Decker,DEWALT®,DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),NORMALIZED
DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,Stanley Black & Decker,DEWALT®,DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,NORMALIZED
25459,25459 Mason Line Brd Orange - 500',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),25459 Mason Line Brd Orange - 500',U S Tape Company,U S Tape Company,25459,25459 Mason Line Brd Orange - 500',NORMALIZED
35459,35459 Mason Line Brd Orange - 500' Replacement,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),35459 Mason Line Brd Orange - 500' Replacement,U S Tape Company,U S Tape Company,35459,35459 Mason Line Brd Orange - 500' Replacement,NORMALIZED
25759,25759 Mason Line Brd Orange - 1000',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),25759 Mason Line Brd Orange - 1000',U S Tape Company,U S Tape Company,25759,25759 Mason Line Brd Orange - 1000',NORMALIZED
35112,35112 Mason Line Twist Yellow - 270',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),35112 Mason Line Twist Yellow - 270',U S Tape Company,U S Tape Company,35112,35112 Mason Line Twist Yellow - 270',NORMALIZED
35115,35115 Mason Line Twist Green - 270',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),35115 Mason Line Twist Green - 270',U S Tape Company,U S Tape Company,35115,35115 Mason Line Twist Green - 270',NORMALIZED
25168,25168 Mason Line Brd Green - 250',CENTURY COMPONENTS,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),25168 Mason Line Brd Green - 250',U S Tape Company,U S Tape Company,25168,25168 Mason Line Brd Green - 250',NORMALIZED
35468,35468 Mason Line Brd Green - 500' Replacement,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),35468 Mason Line Brd Green - 500' Replacement,U S Tape Company,U S Tape Company,35468,35468 Mason Line Brd Green - 500' Replacement,NORMALIZED
35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),35494 Mason Line Brd Blk/Yellw - 500' Replacement,U S Tape Company,U S Tape Company,35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement,NORMALIZED
MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),"MLSQ0120 Milw 12"" RafterSquare",Milwaukee Electric Tool Corporation,Milwaukee®,MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare",NORMALIZED
MLSQ1120,MLSQ1120 Milw 300mm Rafter - Square (Metric),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),MLSQ1120 Milw 300mm Rafter - Square (Metric),Milwaukee Electric Tool Corporation,Milwaukee®,MLSQ1120,MLSQ1120 Milw 300mm Rafter - Square (Metric),NORMALIZED
55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Amana Tool Corp (AMATO),"55227 Amana Countersink/Stop 1/8"" Drill TB",Amana Tool Corp,Amana Tool Corp,55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",NORMALIZED
37300952,"095842 Fisch Plug Cutter 3/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,"095842 Fisch Plug Cutter 3/8""",Unknown Manufacturer,Unknown Brand,37300952,"095842 Fisch Plug Cutter 3/8""",NORMALIZED
6008,6008 Whiteside Router Bit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whiteside Machine & Repair Co (WHIMA),6008 Whiteside Router Bit,Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,6008,6008 Whiteside Router Bit,NORMALIZED
6009,6009 Whiteside Router Bit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whiteside Machine & Repair Co (WHIMA),6009 Whiteside Router Bit,Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,6009,6009 Whiteside Router Bit,NORMALIZED
3000A,3000A Whiteside Router Bit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Whiteside Machine & Repair Co (WHIMA),3000A Whiteside Router Bit,Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,3000A,3000A Whiteside Router Bit,NORMALIZED
MID6630201US,MID6630201US Deos663XCV Sander,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),MID6630201US Deos663XCV Sander,"Mirka Abrasives, Inc.",Mirka®,MID6630201US,MID6630201US Deos663 x CV Sander,NORMALIZED
DCF6202,DCF6202 Dewalt Collated Attach,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DCF6202 Dewalt Collated Attach,Stanley Black & Decker,DEWALT®,DCF6202,DCF6202 Dewalt Collated Attach,NORMALIZED
25468,25468 Mason Line Brd Green - 500',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),25468 Mason Line Brd Green - 500',U S Tape Company,U S Tape Company,25468,25468 Mason Line Brd Green - 500',NORMALIZED
25762,25762 Mason Line Brd Pink - 1000',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694),25762 Mason Line Brd Pink - 1000',U S Tape Company,U S Tape Company,25762,25762 Mason Line Brd Pink - 1000',NORMALIZED
21839NN,"21839NN File Bstd Mill 10""",-- Unbranded --,-- No Unilog Brand --,Nicholson,-,"21839NN File Bstd Mill 10""",Unknown Manufacturer,Unknown Brand,21839NN,"21839NN File Bstd Mill 10""",NORMALIZED
VN56920,"VN56920 10 1/2"" Saw Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Marshalltown Trowel (5155),"VN56920 10 1/2"" Saw Blade",Marshalltown Trowel,Marshalltown Trowel,VN56920,"VN56920 10 1/2"" Saw Blade",NORMALIZED
133164,133164 950/9 Hex Plus Spks - Multicolor,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Wera Tools NA Inc (WERTO),133164 950/9 Hex Plus Spks - Multicolor,Wera Tools Inc.,Wera®,133164,133164 950/9 He x Plus Spks - Multicolor,NORMALIZED
DWHT10993,DWHT10993 Folding Knife,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DWHT10993 Folding Knife,Stanley Black & Decker,DEWALT®,DWHT10993,DWHT10993 Folding Knife,NORMALIZED
DWHT10994,DWHT10994 Folding Knife,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),DWHT10994 Folding Knife,Stanley Black & Decker,DEWALT®,DWHT10994,DWHT10994 Folding Knife,NORMALIZED
QB22RU,QB22RU Vessel Carrying Bit Holder (Red),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO),QB22RU Vessel Carrying Bit Holder (Red),Vessel Tools USA Inc,Vessel Tools USA Inc,QB22RU,QB22RU Vessel Carrying Bit Holder (Red),NORMALIZED
QB22KU,QB22KU Vessel Carrying Bit Holder (Black),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Vessel Tools USA Inc (VESTO),QB22KU Vessel Carrying Bit Holder (Black),Vessel Tools USA Inc,Vessel Tools USA Inc,QB22KU,QB22KU Vessel Carrying Bit Holder (Black),NORMALIZED
AVM6EV,AVM6 EV Mini Snip Red,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Malco Prod (2370),AVM6 EV Mini Snip Red,Malco Prod,Malco Prod,AVM6EV,AVM6 EV Mini Snip Red,NORMALIZED
AVM6EV,AVM7 EV Mini Snip Green,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Malco Prod (2370),AVM7 EV Mini Snip Green,Malco Prod,Malco Prod,AVM6EV,AVM7 EV Mini Snip Green,NORMALIZED
DSA0250B,"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",Freud Inc,Freud Inc,DSA0250B,"DSA0250B 1/4"" Square x 1/4"" He x - Socket Adapter",NORMALIZED
DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",Freud Inc,Freud Inc,DSA0375B,"DSA0375B 3/8"" Square x 1/4"" He x - Socket Adapter",NORMALIZED
DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",Freud Inc,Freud Inc,DSA0500B,"DSA0500B 1/2"" Square x 1/4"" He x - Socket Adapter",NORMALIZED
42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),"42-04-9107 Milw 3/8"" Drive Universal Joint",Milwaukee Electric Tool Corporation,Milwaukee®,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",NORMALIZED
48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,Milwaukee Electric Tool Corporation,Milwaukee®,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Bo x ,NORMALIZED
DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",Stanley Black & Decker,DEWALT®,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",NORMALIZED
DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",Stanley Black & Decker,DEWALT®,DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",NORMALIZED
48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),48-22-9483 Milw Packout 15pc - Metric Wrench Set,Milwaukee Electric Tool Corporation,Milwaukee®,48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,NORMALIZED
48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),48-22-9484 Milw Packout 15pc - SAE Wrench Set,Milwaukee Electric Tool Corporation,Milwaukee®,48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,NORMALIZED
48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,Milwaukee Electric Tool Corporation,Milwaukee®,48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,NORMALIZED
48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),48-44-2770 Milw Pole Pruning - Shears Replacement Blade,Milwaukee Electric Tool Corporation,Milwaukee®,48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade,NORMALIZED
IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,-- Unbranded --,-- No Unilog Brand --,Irwin,Irwin Industrial Tools (5863),IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,Stanley Black & Decker,IRWIN®,IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,NORMALIZED
XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),"XRU23SM1 Makita 18V 13"" - String Trimmer Kit","Makita U.S.A., Inc.",Makita®,XRU23SM1," x RU23SM1 Makita 18V 13"" - String Trimmer Kit",NORMALIZED
XRU15PT1,XRU15PT1 Makita String Trimmer,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),XRU15PT1 Makita String Trimmer,"Makita U.S.A., Inc.",Makita®,XRU15PT1, x RU15PT1 Makita String Trimmer,NORMALIZED
XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),XRU23Z Makita 18V Trimmer Tool - Only,"Makita U.S.A., Inc.",Makita®,XRU23Z, x RU23Z Makita 18V Trimmer Tool - Only,NORMALIZED
0887-20,0887-20 Milw M18 Brushless Precision Blower,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),0887-20 Milw M18 Brushless Precision Blower,Milwaukee Electric Tool Corporation,Milwaukee®,0887-20,0887-20 Milw M18 Brushless Precision Blower,NORMALIZED
DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),DCBL724B Dewalt 20V Max XR Blower (Bare),"Freud America, Inc.",Diablo®,DCBL724B,DCBL724B Dewalt 20V Ma x  x R Blower (Bare),NORMALIZED
2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),2954-20 Milw M18 Bluetooth Jobsite Speaker,Milwaukee Electric Tool Corporation,Milwaukee®,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,NORMALIZED
2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,Milwaukee Electric Tool Corporation,Milwaukee®,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,NORMALIZED
9A-219-180,9A-219-180 Abranet 4x6x6,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),9A-219-180 Abranet 4x6x6,"Mirka Abrasives, Inc.",Mirka®,9A-219-180,9A-219-180 Abranet 4 x 6 in x 6 in,NORMALIZED
9A-219-120RP,9A-219-120RP Abranet 4x6x6,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS),9A-219-120RP Abranet 4x6x6,"Mirka Abrasives, Inc.",Mirka®,9A-219-120RP,9A-219-120RP Abranet 4 x 6 in x 6 in,NORMALIZED
3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),"3033-20 Milw M18 24"" - Hedge Trimmer",Milwaukee Electric Tool Corporation,Milwaukee®,3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",NORMALIZED
3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),"3033-21 Milw M18 24"" - Hedge Trimmer Kit",Milwaukee Electric Tool Corporation,Milwaukee®,3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",NORMALIZED
3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer",-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),"3034-20 Milw M18 30"" - Hedge Trimmer",Milwaukee Electric Tool Corporation,Milwaukee®,3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer",NORMALIZED
D25333K,D25333K Dewalt Hammer Drill,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),D25333K Dewalt Hammer Drill,Stanley Black & Decker,DEWALT®,D25333K,D25333K Dewalt Hammer Drill,NORMALIZED
